Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
F,0.9427819008858032,0.9401484318889155,0.9832415609288964,0.9508020110126886,0.909384725879818,0.9379937754369164,0.9442183385204692,1
M,0.9427819008858032,0.8938233181709361,0.7356954752214508,0.9105817572420397,0.932008618625808,0.9411060569786929,0.8764663634187215,0
F,0.9478094326071344,0.9401484318889155,0.6375389035192722,0.8925065836724922,0.8816135982762748,0.8763466602824994,0.8624610964807278,0
M,0.9478094326071344,0.9241082116351449,0.9767775915728992,0.9275796025855877,0.948288245152023,0.9668422312664592,0.8571941584869524,1
F,0.9478094326071344,0.9241082116351449,0.7779506823078765,0.920636820684702,0.9636102465884606,0.9225520708642566,0.8305003591094087,0
M,0.9537945894182428,0.9683983720373474,0.8913095523102705,0.9563083552789083,0.9791716542973425,0.9433804165669141,0.916447210916926,0
M,0.960378261910462,0.9743835288484558,0.863299018434283,0.9588221211395739,0.9810869044768973,0.9096241321522623,0.9247067273162557,0
M,0.960378261910462,0.9853962173808953,0.9159683983720374,0.9954512808235576,0.9944936557337802,0.9735456068949007,0.9923389992817812,1
F,0.960378261910462,0.9097438352884846,0.9159683983720374,0.9414651663873593,0.9748623413933445,0.8709600191525018,0.873952597558056,0
F,0.966004309312904,0.9565477615513527,0.7779506823078765,0.7881254488867608,0.8945415369882691,0.7057696911659086,0.688412736413694,0
F,0.9707924347617908,0.9683983720373474,0.863299018434283,0.9423030883409146,0.9479291357433565,0.9515202298300215,0.9288963370840316,1
M,0.9746229351209001,0.9565477615513527,0.9159683983720374,0.982283935839119,0.992219296145559,0.968158965764903,0.965286090495571,1
M,0.9746229351209001,0.9324874311706967,0.9159683983720374,0.9466124012449126,0.9798898731146756,0.8812544888676084,0.9007661000718219,0
F,0.9795307637060091,0.9894661240124492,0.93763466602825,0.9873114675604501,0.9916207804644481,0.990782858510893,0.9755805602106775,0
F,0.9795307637060091,0.9565477615513527,0.9551113239166866,0.9818051232942303,0.9820445295666747,0.9885084989226718,0.9712712473066795,0
M,0.9795307637060091,0.9743835288484558,0.5258558774239885,0.7701699784534355,0.9267416806320325,0.5763706009097438,0.5971989466124012,0
M,0.9849174048360066,0.8457026574096241,0.8913095523102705,0.9807277950682308,0.9913813741920038,0.9779746229351209,0.9281781182666986,1
F,0.9877902801053388,0.9853962173808953,0.8913095523102705,0.9741441225760115,0.9853962173808953,0.950442901604022,0.9506823078764663,1
M,0.99006463969356,0.9919798898731147,0.8913095523102705,0.9881493895140052,0.9875508738328944,0.998563562365334,0.9612161838640172,1
M,0.9937754369164472,0.9743835288484558,0.9832415609288964,0.9777352166626766,0.981565717021786,0.9868326550155614,0.9612161838640172,1
F,0.9953315776873354,0.9802489825233421,0.9767775915728992,0.9940148431888916,0.9952118745511133,0.9965286090495571,0.9772564041177879,1
F,0.9966483121857793,0.9990423749102226,0.9767775915728992,0.9978453435480009,0.9980847498204453,0.9954512808235576,0.9954512808235576,1
M,0.9966483121857793,0.9894661240124492,0.9686377783097917,0.9825233421115633,0.9707924347617908,0.964567871678238,0.9868326550155614,0
F,0.9994014843188892,0.9995211874551113,0.9832415609288964,0.9995211874551113,1.0,0.9942542494613359,0.9861144361982284,1
I,0.008259516399329663,0.332176203016519,0.2971031841034235,0.2693320564998803,0.2677759157289921,0.2859707924347618,0.3002154656451999,0
I,0.022863299018434282,0.038185300454871916,0.025017955470433326,0.024778549197988987,0.027651424467321044,0.02058893943021307,0.022623892745989947,0
I,0.024539142925544648,0.025017955470433326,0.03279865932487431,0.021426861383768255,0.023701220971989467,0.02058893943021307,0.023820924108211634,0
I,0.024539142925544648,0.02717261192243237,0.03279865932487431,0.027292315058654537,0.033995690687096,0.022623892745989947,0.026334689968877185,0
I,0.03615034713909505,0.030165190327986594,0.11407708881972707,0.04333253531242519,0.05266937993775437,0.05554225520708642,0.047522145080201104,0
I,0.05554225520708642,0.046803926262868084,0.03279865932487431,0.04117787886042614,0.040938472587981806,0.033875987550873836,0.049796504668422316,0
I,0.05817572420397414,0.05482403638975341,0.043093129039980846,0.038783816135982765,0.6519032798659324,0.022623892745989947,0.053028489346420876,0
I,0.061886521426861386,0.059612161838640175,0.07242039741441225,0.05709839597797462,0.05266937993775437,0.059612161838640175,0.060569786928417524,0
I,0.061886521426861386,0.059612161838640175,0.043093129039980846,0.04393105099353603,0.043571941584869524,0.04117787886042614,0.05039502034953316,0
I,0.07026574096241321,0.05482403638975341,0.0560210677519751,0.05817572420397414,0.05542255207086426,0.061886521426861386,0.16088101508259517,0
I,0.07505386641129998,0.07732822599952119,0.13981326310749342,0.10246588460617669,0.12580799616949964,0.08774239885084989,0.07421594445774479,0
I,0.07505386641129998,0.038185300454871916,0.13981326310749342,0.06823078764663634,0.08474982044529566,0.061886521426861386,0.05937275556619583,0
I,0.08032080440507541,0.0723006942781901,0.11407708881972707,0.09767775915728992,0.11635144840794828,0.09169260234618147,0.06739286569308116,0
I,0.08474982044529566,0.07732822599952119,0.11407708881972707,0.07972228872396457,0.08558774239885085,0.06416088101508259,0.08020110126885324,0
I,0.08834091453196073,0.08379219535551831,0.13981326310749342,0.08953794589418243,0.10821163514484079,0.0780464448168542,0.08020110126885324,0
I,0.08834091453196073,0.08379219535551831,0.09037586784773761,0.09683983720373474,0.12927938711994255,0.0780464448168542,0.07158247546085708,0
I,0.09396696193440268,0.10653579123773042,0.0560210677519751,0.10557816614795308,0.12377304285372277,0.07433564759396696,0.10138855638017716,0
I,0.09396696193440268,0.08379219535551831,0.11407708881972707,0.07876466363418722,0.0988747905195116,0.05817572420397414,0.0745750538664113,0
I,0.10653579123773042,0.10653579123773042,0.09037586784773761,0.09097438352884846,0.10150825951639933,0.07158247546085708,0.09863538424706728,0
I,0.11276035432128322,0.10653579123773042,0.09037586784773761,0.0865453674886282,0.09265022743595883,0.09683983720373474,0.08546803926262868,0
I,0.11276035432128322,0.10653579123773042,0.09037586784773761,0.09097438352884846,0.09504429016040221,0.08020110126885324,0.08989705530284893,0
I,0.11276035432128322,0.09767775915728992,0.09037586784773761,0.10390232224084271,0.11264065118506104,0.11587263586305961,0.08989705530284893,0
I,0.11958343308594685,0.13981326310749342,0.11407708881972707,0.12784294948527652,0.10366291596839837,0.17165429734259038,0.12508977735216661,0
I,0.11958343308594685,0.12461096480727796,0.09037586784773761,0.10749341632750778,0.13502513765860666,0.07158247546085708,0.09600191525017955,0
I,0.12892027771127604,0.13981326310749342,0.13981326310749342,0.10390232224084271,0.11635144840794828,0.09336844625329184,0.09420636820684702,0
I,0.12892027771127604,0.13981326310749342,0.09037586784773761,0.12473066794350011,0.1472348575532679,0.1047402441943979,0.1085707445535073,0
I,0.12892027771127604,0.11527412018194877,0.11407708881972707,0.10881015082595163,0.10916926023461815,0.09169260234618147,0.12892027771127604,0
I,0.12892027771127604,0.11527412018194877,0.13981326310749342,0.1286808714388317,0.13574335647593966,0.09492458702418004,0.1321522623892746,0
I,0.12892027771127604,0.12461096480727796,0.07242039741441225,0.09815657170217859,0.09504429016040221,0.11371797941106057,0.10138855638017716,0
I,0.12892027771127604,0.10653579123773042,0.09037586784773761,0.10881015082595163,0.11264065118506104,0.08594685180751736,0.11299976059372756,0
I,0.1368206847019392,0.11527412018194877,0.22887239645678717,0.13430691884127363,0.13574335647593966,0.13011730907349772,0.12892027771127604,0
I,0.1368206847019392,0.10653579123773042,0.07242039741441225,0.10306440028728753,0.1004309312903998,0.09683983720373474,0.11299976059372756,0
I,0.14400287287526933,0.13981326310749342,0.11407708881972707,0.13741920038305003,0.13729949724682786,0.15022743595882213,0.12125927699305722,0
I,0.14400287287526933,0.12461096480727796,0.09037586784773761,0.10809193200861862,0.11874551113239167,0.08211635144840795,0.10581757242039741,0
I,0.14400287287526933,0.1545367488628202,0.13981326310749342,0.1602824994014843,0.19212353363658127,0.1576490304045966,0.12030165190327986,0
I,0.14400287287526933,0.12461096480727796,0.11407708881972707,0.11910462054105818,0.12628680871438833,0.09683983720373474,0.10390232224084271,0
I,0.1507062485037108,0.1545367488628202,0.13981326310749342,0.17716064160881015,0.2183385204692363,0.14268613837682548,0.15740962413215226,0
I,0.1560928896337084,0.16435240603303808,0.1990663155374671,0.15130476418482164,0.14041177878860425,0.15022743595882213,0.16914053148192482,0
I,0.1560928896337084,0.14663634187215704,0.13981326310749342,0.143763466602825,0.14340435719415848,0.16052190567392866,0.1491501077328226,0
I,0.1560928896337084,0.10653579123773042,0.1680632032559253,0.15788843667704094,0.18302609528369643,0.15537467081637538,0.14280584151304765,0
I,0.1626765621259277,0.13981326310749342,0.1680632032559253,0.14041177878860425,0.1510653579123773,0.1534594206368207,0.12999760593727555,0
I,0.16949964089059133,0.13239166866171895,0.11407708881972707,0.13849652860904957,0.16064160881015083,0.12066076131194638,0.12508977735216661,0
I,0.17608331338281064,0.22037347378501318,0.22887239645678717,0.17955470433325352,0.20026334689968878,0.1831457984199186,0.3504907828585109,0
I,0.19176442422791476,0.16435240603303808,0.11407708881972707,0.1781182666985875,0.22169020828345704,0.1576490304045966,0.14280584151304765,0
I,0.1997845343548001,0.19918601867368926,0.22887239645678717,0.18099114196791957,0.2303088340914532,0.1047402441943979,0.18194876705769691,0
I,0.1997845343548001,0.1881733301412497,0.1680632032559253,0.16351448407948288,0.16004309312903997,0.15214268613837684,0.19679195594924587,0
I,0.1997845343548001,0.1730907349772564,0.11407708881972707,0.15980368685659566,0.17452717261192244,0.16985875029925784,0.13694038783816137,0
I,0.20816375389035194,0.23150586545367488,0.0003591094086665071,0.23988508498922673,0.28585108929853964,0.22815417763945414,0.21510653579123773,0
I,0.20816375389035194,0.1812305482403639,0.13981326310749342,0.20816375389035194,0.2341393344505626,0.20936078525257362,0.18984917404836008,0
I,0.2167823796983481,0.1812305482403639,0.22887239645678717,0.203255925305243,0.20756523820924108,0.18601867368925065,0.22899209959300934,0
I,0.22791477136700983,0.23150586545367488,0.2971031841034235,0.245750538664113,0.29614555901364614,0.21929614555901364,0.22899209959300934,0
I,0.24838400766100072,0.21091692602346182,0.1990663155374671,0.2554464926981087,0.2892027771127604,0.23796983480967202,0.22899209959300934,0
I,0.26071343069188413,0.24275796025855878,0.1990663155374671,0.2230069427819009,0.21223366052190568,0.1982283935839119,0.24359588221211395,0
F,0.26071343069188413,0.30308834091453196,0.26095283696432847,0.24120181948767058,0.24718697629877903,0.29997605937275557,0.23641369403878382,0
I,0.26071343069188413,0.21091692602346182,0.1680632032559253,0.20576969116590854,0.5356715345942064,0.20265740962413215,0.20385444098635383,0
I,0.271965525496768,0.2905195116112042,0.1990663155374671,0.2701699784534355,0.31589657649030406,0.2675365094565478,0.20385444098635383,0
I,0.271965525496768,0.2577208522863299,0.1990663155374671,0.20457265980368686,0.2016997845343548,0.2016997845343548,0.21199425424946133,0
F,0.271965525496768,0.30308834091453196,0.3415130476418482,0.28070385444098633,0.2851328704812066,0.2859707924347618,0.28010533875987553,0
I,0.2835767297103184,0.23150586545367488,0.22887239645678717,0.18757481446013885,0.18027292315058654,0.18925065836724922,0.20995930093368445,1
I,0.2962652621498683,0.30308834091453196,0.1680632032559253,0.22994972468278668,0.2341393344505626,0.22659803686856594,0.2644242279147714,0
I,0.2962652621498683,0.2757960258558774,0.863299018434283,0.2816614795307637,0.2842949485276514,0.2878860426143165,0.3041656691405315,0
I,0.2962652621498683,0.2757960258558774,0.2971031841034235,0.2186976298779028,0.2194158486952358,0.23581517835767296,0.21510653579123773,0
I,0.31122815417763944,0.2757960258558774,0.1680632032559253,0.2985396217380895,0.36772803447450325,0.24395499162078046,0.2754369164472109,0
I,0.31122815417763944,0.35108929853962173,0.2971031841034235,0.24934163275077806,0.23976538185300456,0.23581517835767296,0.3041656691405315,0
I,0.31122815417763944,0.2905195116112042,0.22887239645678717,0.28944218338520467,0.295307637060091,0.30548240363897533,0.3002154656451999,0
I,0.32403638975341154,0.31589657649030406,0.3415130476418482,0.3251137179794111,0.3500119703136222,0.27340196313143406,0.33588700023940626,0
I,0.32403638975341154,0.2757960258558774,0.26095283696432847,0.2749581039023222,0.28585108929853964,0.31110845104141727,0.25568589897055305,0
I,0.32403638975341154,0.30308834091453196,0.1680632032559253,0.2666985875029926,0.31194637299497247,0.22121139573856835,0.2644242279147714,0
I,0.35671534594206367,0.2757960258558774,0.2971031841034235,0.2937514962892028,0.3002154656451999,0.2859707924347618,0.296744074694757,0
I,0.35671534594206367,0.35108929853962173,0.38592291118027294,0.30272923150586545,0.3094326071343069,0.32391668661718936,0.32523342111563325,0
M,0.35671534594206367,0.3968158965764903,0.2971031841034235,0.33014124970074216,0.3176921235336366,0.38999281781182665,0.34079482882451523,0
I,0.3713191285611683,0.35108929853962173,0.42877663394780946,0.36162317452717263,0.43380416566914054,0.28405554225520707,0.31936796744074697,0
M,0.3713191285611683,0.4861144361982284,0.42877663394780946,0.42051711754847976,0.4469715106535791,0.4038783816135983,0.4411060569786928,0
I,0.3713191285611683,0.332176203016519,0.5258558774239885,0.3500119703136222,0.3410342350969595,0.38999281781182665,0.3922671774000479,0
I,0.3713191285611683,0.4539142925544649,0.47773521666267654,0.4118984917404836,0.37526933205649987,0.47462293512090015,0.42015800813981324,0
I,0.3713191285611683,0.332176203016519,0.3415130476418482,0.34067512568829306,0.3759875508738329,0.34570265740962414,0.32008618625807994,0
I,0.3713191285611683,0.3968158965764903,0.47773521666267654,0.38149389514005266,0.4286569308115873,0.3364855159205171,0.41525017955470434,0
I,0.3879578644960498,0.4378740723006943,0.38592291118027294,0.3694038783816136,0.44529566674646875,0.30548240363897533,0.3774239885084989,0
I,0.3879578644960498,0.35108929853962173,0.2971031841034235,0.36162317452717263,0.37706487909983244,0.4109408666507062,0.3774239885084989,0
I,0.3879578644960498,0.3968158965764903,0.1990663155374671,0.32930332774718696,0.356954752214508,0.28058415130476416,0.3551592051711755,0
I,0.4130955231027053,0.35108929853962173,0.2971031841034235,0.3841273641369404,0.4840794828824515,0.36341872157050514,0.32523342111563325,0
I,0.4130955231027053,0.4861144361982284,0.42877663394780946,0.44146516638735933,0.5020349533157769,0.4130955231027053,0.43643763466602825,1
I,0.4130955231027053,0.4163275077807039,0.42877663394780946,0.4322480248982523,0.47546085707445535,0.35061048599473305,0.36329901843428297,0
I,0.4291357433564759,0.4163275077807039,0.38592291118027294,0.35360306440028727,0.32894421833852044,0.38556380177160643,0.3774239885084989,0
I,0.4291357433564759,0.3968158965764903,0.3415130476418482,0.41333492937514965,0.44385922911180276,0.3685659564280584,0.407948288245152,0
I,0.44661240124491264,0.4163275077807039,0.3415130476418482,0.4322480248982523,0.5527890830739766,0.39274598994493654,0.332176203016519,0
M,0.44661240124491264,0.4861144361982284,0.6375389035192722,0.5319607373713191,0.6401723725161599,0.4038783816135983,0.43332535312425186,0
I,0.4642087622695715,0.4689968877184582,0.38592291118027294,0.43069188412736414,0.585707445535073,0.3085946851807517,0.34079482882451523,0
I,0.4642087622695715,0.4861144361982284,0.6375389035192722,0.5083792195355519,0.7043332535312425,0.3085946851807517,0.40890591333492937,0
I,0.4642087622695715,0.4689968877184582,0.22887239645678717,0.3441465166387359,0.3662915968398372,0.3442662197749581,0.3990902561647115,0
I,0.4642087622695715,0.505626047402442,0.38592291118027294,0.4764184821642327,0.62748384007661,0.3364855159205171,0.4476897294709121,0
I,0.4795307637060091,0.4163275077807039,0.42877663394780946,0.37048120660761313,0.42530524299736655,0.33756284414651666,0.3095523102705291,0
I,0.4795307637060091,0.4689968877184582,0.5796025855877424,0.3459420636820685,0.5379458941824276,0.38197270768494135,0.484438592291118,0
F,0.4795307637060091,0.4539142925544649,0.38592291118027294,0.44409863538424704,0.49856356236533395,0.4130955231027053,0.441943978932248,0
M,0.4795307637060091,0.541776394541537,0.5796025855877424,0.4462532918362461,0.5195116112042135,0.41525017955470434,0.4103423509695954,0
F,0.49174048360067035,0.4861144361982284,0.5258558774239885,0.5480009576250898,0.6451999042374911,0.47701699784534357,0.46468757481446016,0
I,0.49174048360067035,0.4861144361982284,0.47773521666267654,0.4508020110126885,0.47665788843667706,0.41525017955470434,0.4911419679195595,0
I,0.5041896097677759,0.541776394541537,0.42877663394780946,0.4796504668422313,0.558056021067752,0.4260234618146995,0.48898731146756047,0
F,0.5041896097677759,0.5787646636341872,0.5796025855877424,0.5004788125448887,0.5294469715106536,0.47701699784534357,0.4415848695235815,0
I,0.5041896097677759,0.5239406272444338,0.5796025855877424,0.4524778549197989,0.4469715106535791,0.3709600191525018,0.5602106775197511,0
I,0.5041896097677759,0.4378740723006943,0.42877663394780946,0.3624610964807278,0.3925065836724922,0.3316973904716304,0.3922671774000479,0
I,0.5222647833373234,0.5239406272444338,0.5258558774239885,0.4923389992817812,0.5611683026095283,0.5013167344984438,0.47929135743356477,1
F,0.5222647833373234,0.4378740723006943,0.3415130476418482,0.40327986593248744,0.4378740723006943,0.3879578644960498,0.42638257122336604,0
M,0.5222647833373234,0.5239406272444338,0.5796025855877424,0.5593727555661958,0.6191046205410582,0.5653579123773043,0.5404596600430931,0
I,0.5222647833373234,0.541776394541537,0.47773521666267654,0.46624371558534833,0.48826909265022744,0.44840794828824515,0.4988029686377783,0
I,0.5222647833373234,0.505626047402442,0.42877663394780946,0.4530763706009097,0.4946133588700024,0.44481685420158007,0.4588221211395739,0
M,0.5395020349533157,0.5614077088819727,0.47773521666267654,0.5523102705290879,0.6115633229590616,0.45068230787646635,0.5641608810150825,0
I,0.5395020349533157,0.5239406272444338,0.6375389035192722,0.45858271486712954,0.46624371558534833,0.4109408666507062,0.6321522623892746,0
I,0.5395020349533157,0.5239406272444338,0.47773521666267654,0.4757002633468997,0.5070624850371079,0.48348096720134065,0.4947330620062246,0
I,0.5395020349533157,0.505626047402442,0.5258558774239885,0.4932966243715585,0.5221450802011013,0.5219056739286569,0.484438592291118,0
I,0.5533875987550874,0.505626047402442,0.42877663394780946,0.516279626526215,0.5575772085228633,0.550275317213311,0.5095762508977735,0
I,0.5533875987550874,0.505626047402442,0.5258558774239885,0.42757960258558775,0.45954033995690685,0.3667704093847259,0.4633708403160163,0
F,0.5533875987550874,0.5787646636341872,0.6375389035192722,0.7921953555183145,0.8160162796265262,0.8958582714867129,0.5986353842470673,0
I,0.5533875987550874,0.6297581996648313,0.5258558774239885,0.6285611683026096,0.8062006224563083,0.4712712473066794,0.504907828585109,0
I,0.5690687096001915,0.5614077088819727,0.8223605458463011,0.557337802250419,0.6205410581757242,0.6278429494852765,0.4476897294709121,1
F,0.5690687096001915,0.6023461814699546,0.5258558774239885,0.5371079722288724,0.6303567153459421,0.4938951400526694,0.484438592291118,0
M,0.5690687096001915,0.5787646636341872,0.5796025855877424,0.49796504668422314,0.5442901604022026,0.5465645199904238,0.4672013406751257,0
M,0.5690687096001915,0.3830500359109409,0.3415130476418482,0.4619344026813503,0.526933205649988,0.36509456547761554,0.34342829782140294,1
I,0.5863059612161838,0.6023461814699546,0.5258558774239885,0.46504668422312667,0.4140531481924826,0.656451999042375,0.47737610725401003,0
I,0.5863059612161838,0.6023461814699546,0.42877663394780946,0.4955709839597797,0.5738568350490783,0.4038783816135983,0.5335168781422073,0
F,0.5863059612161838,0.6511850610485995,0.42877663394780946,0.6326310749341633,0.5961216183864018,0.749341632750778,0.5950442901604022,0
M,0.5863059612161838,0.541776394541537,0.7779506823078765,0.5564998802968638,0.5749341632750778,0.5430931290399809,0.6056978692841752,0
I,0.5863059612161838,0.5614077088819727,0.38592291118027294,0.4757002633468997,0.5181948767057697,0.5272923150586545,0.430572180991142,0
M,0.5863059612161838,0.541776394541537,0.3415130476418482,0.5749341632750778,0.576490304045966,0.5448886760833134,0.6171893703615035,0
F,0.606894900646397,0.4861144361982284,0.42877663394780946,0.5422552070864257,0.6885324395499162,0.424227914771367,0.4529566674646876,0
F,0.606894900646397,0.7447929135743356,0.7356954752214508,0.6964328465405794,0.7613119463729949,0.6262868087143884,0.6984677998563562,0
M,0.606894900646397,0.6511850610485995,0.6375389035192722,0.5723006942781901,0.6625568589897055,0.5201101268853244,0.47198946612401244,0
M,0.6290399808474982,0.6511850610485995,0.6375389035192722,0.8884366770409384,0.9154895858271487,0.7998563562365334,0.6760833133828106,0
M,0.6290399808474982,0.6297581996648313,0.42877663394780946,0.4972468278668901,0.6088101508259517,0.48958582714867127,0.43284654057936317,0
F,0.6290399808474982,0.5787646636341872,0.5796025855877424,0.5433325353124252,0.5995930093368447,0.45068230787646635,0.5582954273401963,0
M,0.6477136700981566,0.6715345942063682,0.6375389035192722,0.5864256643524061,0.6814699545128082,0.5859468518075174,0.504907828585109,0
M,0.6477136700981566,0.7850131673449844,0.8913095523102705,0.7599952118745511,0.7745989944936558,0.7512568829303328,0.7649030404596601,0
I,0.6477136700981566,0.719535551831458,0.6880536270050275,0.6782379698348097,0.7149868326550156,0.7000239406272444,0.6435240603303807,0
M,0.6477136700981566,0.6511850610485995,0.7356954752214508,0.7200143643763467,0.8419918601867369,0.7014603782619104,0.6107254010055063,0
M,0.6477136700981566,0.6932008618625808,0.7356954752214508,0.8800574575053867,0.964567871678238,0.6868565956428059,0.6717740004788125,0
M,0.6477136700981566,0.719535551831458,0.5796025855877424,0.6892506583672492,0.7881254488867608,0.5943260713430691,0.652980608091932,0
M,0.6477136700981566,0.6023461814699546,0.863299018434283,0.49988029686377783,0.5005985156811108,0.55242997366531,0.5119703136222169,0
I,0.6637538903519272,0.5787646636341872,0.42877663394780946,0.4796504668422313,0.4871917644242279,0.5166387359348815,0.4947330620062246,0
M,0.6637538903519272,0.6932008618625808,0.863299018434283,0.7701699784534355,0.8588700023940627,0.6809911419679195,0.7078046444816855,0
M,0.6637538903519272,0.6297581996648313,0.6375389035192722,0.5676322719655255,0.5831936796744075,0.5579363179315298,0.6171893703615035,0
F,0.6801532200143644,0.6715345942063682,0.5796025855877424,0.6332295906152742,0.6163514484079483,0.5830739765381853,0.4880296863777831,0
F,0.6801532200143644,0.6715345942063682,0.6375389035192722,0.6638735934881493,0.6951161120421355,0.31110845104141727,0.6941584869523582,1
M,0.6985875029925784,0.719535551831458,0.7779506823078765,0.7343787407230069,0.7573617428776634,0.7980608091932009,0.7022983002154657,0
M,0.6985875029925784,0.7447929135743356,0.6375389035192722,0.6562125927699306,0.6745271726119224,0.558774239885085,0.7452717261192243,1
I,0.6985875029925784,0.719535551831458,0.5796025855877424,0.7268374431410103,0.8237969834809672,0.736533397175006,0.6021067751975102,0
F,0.6985875029925784,0.6715345942063682,0.6375389035192722,0.6724922192961456,0.7081637538903519,0.74503231984678,0.6321522623892746,1
F,0.6985875029925784,0.6297581996648313,0.5258558774239885,0.5705051472348576,0.62748384007661,0.5044290160402203,0.5979171654297343,0
M,0.6985875029925784,0.6511850610485995,0.6375389035192722,0.6185061048599473,0.6675843907110366,0.5600909743835288,0.6717740004788125,1
I,0.7166626765621259,0.7656212592769931,0.5796025855877424,0.7992578405554226,0.888077567632272,0.6783576729710319,0.7537706487909983,1
M,0.7166626765621259,0.7850131673449844,0.47773521666267654,0.6298779028010534,0.62748384007661,0.6153938233181709,0.7197749581039024,0
I,0.7166626765621259,0.541776394541537,0.38592291118027294,0.5786449604979651,0.6465166387359349,0.5150825951639934,0.5761311946372994,1
F,0.7166626765621259,0.719535551831458,0.8223605458463011,0.6949964089059133,0.6923629399090256,0.656451999042375,0.7649030404596601,0
F,0.7166626765621259,0.6932008618625808,0.6880536270050275,0.7002633468996887,0.7979411060569787,0.6648312185779267,0.6171893703615035,1
M,0.7333014124970074,0.6023461814699546,0.5796025855877424,0.5529087862101987,0.6115633229590616,0.5448886760833134,0.5481206607613119,0
M,0.7333014124970074,0.7447929135743356,0.7356954752214508,0.8039262628680871,0.8908307397653819,0.7601149150107733,0.6941584869523582,1
M,0.7333014124970074,0.719535551831458,0.7779506823078765,0.664352406033038,0.6519032798659324,0.6991860186736892,0.6894900646396935,0
I,0.7333014124970074,0.6715345942063682,0.5796025855877424,0.6192243236772803,0.6724922192961456,0.508498922671774,0.6483121857792674,0
M,0.7333014124970074,0.7447929135743356,0.7779506823078765,0.7400047881254489,0.6835049078285851,0.8319367967440747,0.7911180272923151,0
M,0.7333014124970074,0.6511850610485995,0.6880536270050275,0.6478333732343787,0.7382092410821164,0.5879818051232942,0.6171893703615035,0
F,0.7501795547043333,0.719535551831458,0.6375389035192722,0.6501077328225999,0.6708163753890352,0.571582475460857,0.6548958582714867,0
M,0.7501795547043333,0.6932008618625808,0.7356954752214508,0.7311467560450083,0.6690208283457026,0.656451999042375,0.7753172133109888,0
M,0.7501795547043333,0.824395499162078,0.7779506823078765,0.6802729231505865,0.7226478333732343,0.6842231266459181,0.6717740004788125,0
F,0.7501795547043333,0.719535551831458,0.7356954752214508,0.6624371558534834,0.7311467560450083,0.5804405075412976,0.6894900646396935,1
M,0.7501795547043333,0.719535551831458,0.7779506823078765,0.7321043811347857,0.7142686138376826,0.8582714867129518,0.6831457984199186,0
M,0.7501795547043333,0.7447929135743356,0.8223605458463011,0.7254010055063442,0.6683026095283696,0.8915489585827149,0.6831457984199186,0
F,0.7501795547043333,0.719535551831458,0.6375389035192722,0.7222887239645679,0.7218099114196792,0.6313143404357194,0.8076370600909744,0
M,0.7684941345463251,0.86258079961695,0.8223605458463011,0.8233181709360785,0.8290639214747426,0.7116351448407948,0.8624610964807278,0
M,0.7684941345463251,0.8028489346420876,0.863299018434283,0.8093129039980848,0.834330859468518,0.7524539142925545,0.8076370600909744,1
F,0.7684941345463251,0.824395499162078,0.5796025855877424,0.8297821402920756,0.856236533397175,0.8822121139573856,0.8028489346420876,0
F,0.7684941345463251,0.719535551831458,0.6880536270050275,0.7327028968158966,0.6923629399090256,0.7888436677040939,0.7537706487909983,0
M,0.7901604022025377,0.6297581996648313,0.7779506823078765,0.6993057218099115,0.7410821163514484,0.7014603782619104,0.7197749581039024,0
F,0.7901604022025377,0.8457026574096241,0.8223605458463011,0.7481446013885564,0.8072779506823079,0.7564041177878861,0.6905673928656931,1
F,0.7901604022025377,0.8794589418242758,0.6880536270050275,0.8139813263107494,0.8290639214747426,0.9004069906631553,0.7385683504907828,0
F,0.7901604022025377,0.7447929135743356,0.6375389035192722,0.7790280105338759,0.8463011730907349,0.713909504429016,0.7285132870481207,1
F,0.8107493416327508,0.7656212592769931,0.7779506823078765,0.8427100790040699,0.8552789083073976,0.9196791955949246,0.786090495570984,0
I,0.8107493416327508,0.8457026574096241,0.863299018434283,0.8180512329423031,0.8624610964807278,0.8421115633229591,0.7197749581039024,1
M,0.8107493416327508,0.7656212592769931,0.5258558774239885,0.686976298779028,0.7553267895618865,0.5272923150586545,0.7699305721809911,1
I,0.8107493416327508,0.719535551831458,0.5258558774239885,0.6860186736892506,0.7674168063203256,0.656451999042375,0.6321522623892746,0
M,0.8107493416327508,0.8028489346420876,0.6880536270050275,0.7064879099832415,0.7428776633947809,0.6627962652621499,0.7197749581039024,1
M,0.8276274838400766,0.7850131673449844,0.6880536270050275,0.7122336605219056,0.7909983241560928,0.5549437395259755,0.7899209959300934,0
F,0.8276274838400766,0.824395499162078,0.7356954752214508,0.8941824275796025,0.9340435719415848,0.7808235575772086,0.8624610964807278,0
F,0.8276274838400766,0.8028489346420876,0.8223605458463011,0.7835767297103184,0.9353603064400288,0.7987790280105339,0.7409624132152263,0
M,0.8276274838400766,0.719535551831458,0.7779506823078765,0.7724443380416567,0.7735216662676562,0.7907589178836486,0.8285851089298539,0
M,0.8276274838400766,0.86258079961695,0.6375389035192722,0.6382571223366053,0.6088101508259517,0.6769212353363658,0.7078046444816855,0
M,0.8421115633229591,0.9743835288484558,0.9953315776873354,0.9111802729231506,0.8982523342111564,0.9437395259755805,0.8860426143164951,1
M,0.8421115633229591,0.9097438352884846,0.863299018434283,0.8391189849174049,0.7259995211874551,0.8534833612640651,0.8873593488149389,0
